H&M_Review,Sentiment Category
"Leuke kleur (bruin) en stof zelf was fijn, maar de fit is heel raar: ik had maat M en zat als L/XL in de breedte en behoorlijke pofmouwen en was vooral heel erg kort, alsof-ie te heet gewassen was.",Positive
Maat valt super klein. Wijde veel te korte plofferige mouwen. Zal wel in de 'hippe fit' zitten maar totaal niet comfortabel wat je juist wel verwacht van zo'n vest.,Positive
"mooie en goede kwaliteit, capuchon is redelijk groot wat ik zelf wel leuk vind. geretourneerd omdat dit niet was wat ik zocht.",Neutral
"Heerlijk vest, valt op maat. De XL was te groot (wilde oversized, maar deze was wel heel oversized) heb maat M gehouden.",Neutral
"Heerlijk vest, valt op maat. De XL was te groot (wilde oversized, maar deze was wel heel oversized) heb maat M gehouden.",Neutral
Lekker oversized pasvorm. Voelt degelijk aan. Oogt wel aan de korte kant maar dat vind ik geen probleem,Neutral
mij iets te relaxed. wellcht 1 maat of 2 zelfs kleiner. beetje te van het goede.,Positive
"Mooie zware stof, goede kwaliteit. Minpunt is dat hij een beetje kort valt .",Neutral
Goeie lengte voor man van 1.71. Goeie mouw lengte. Warm en mooi materiaal,Positive
Mooie kwaliteit en perfect pasvorm. Kleur is top en zit echt lekker,Positive
"fijn capuchonvest omdat er veel katoen in zit is het minder warm dan de andere modellen, wel is de stof wat grof geweven dat is een minpuntje, voelt daardoor wat harder aan, maat voering is wat groot vooral in de breedte, lengte is niet lang dus net over de heup, maat S valt als een maat M",Positive
"fijn capuchonvest omdat er veel katoen in zit is het minder warm dan de andere modellen, wel is de stof wat grof geweven dat is een minpuntje, voelt daardoor wat harder aan, maat voering is wat groot vooral in de breedte, lengte is niet lang dus net over de heup, maat S valt als een maat M",Positive
"Nadat we dit artikel voor de eerste keer hadden gewassen, blijkt dat er een draai zit in de gehele pasvorm. Hierdoor lijkt het dat de rits schuin gezet is in het capuchon vest. Heel jammer.",Neutral
Goede basic hoodie met rits. En eindelijk een niet oversized model. Helaas is alles oversized tegenwoordig en dat is niet altijd flatteus voor veertigers,Neutral
"Heel tevreden met dit capuchonvest, valt perfect en de kwaliteit is uitstekend. Voor deze prijs denk ik dat ik nergens zoiets te kunnen vinden. Aanrader!",Positive
Top materiaal! Ik ben zelf een meisje van 1.63 en heb maat xs genomen. Zit perfect beetje oversized maar niet echt echt oversized wel echt mooi precies.,Positive
Zat snel een gaatje in de mouw op de naad. En het touwtje van de capuchon verdween snel in de capuchon en is moeilijk eruit te krijgen.,Neutral
Fijn vest en goed dat de rits zwart is dat maakt combineren met goud makkelijker dan wanneer de sluiting zilver is,Neutral
"Op zich prima vest, maar vrij lang en de boord is vrij slap en zodoende staat het vest van onder wat wijd uit.",Positive
Als vrouw gekocht. Maatje groter genomen ivm brede bovenarmen. Zit goed en toch nog beetje oversized. Top.,Positive
"Heerlijke hoodie met een oversized look. Zit lekker. Goede prijs-kwaliteitsverhouding. Kleur komt overeen met de kleur op de foto. Zit wel erg ruim. Ik heb normaal maat s/m, maar ben blij dat ik voor een s ben gegaan, want de hoodie zit erg ruim en oogt oversized. Ik zou aanraden een maatje kleiner te bestellen dan je gewend bent. Voor de rest een mooie, zachte hoodie voor een mooie prijs!",Positive
"Deze gecombineerd met de bijpassende joggers, zijn het nieuwe lievelingspak van mijn man. Zondagochtenden kijk ik standaard tegen deze prachtige kleur aan, want hij draagt hem echt heel graag. Wat leuk is, is dat deze trui ook gewoon prima te dragen is. Met de joggers is her een perfect huispak, maar op een spijkerbroek is het ook gewoon een lekker outfitje!",Positive
"I liked the product, the quality is good and the color is as in the pictures. I just expected it to be more on the oversized side. I am a small girl (161 cm) and bought an S, which turned out to fit me just right, which I did not expect. So if you want it to be larger, I would suggest you size up a bit.",Positive
"Ik (vrouw) heb deze herentrui besteld en wat zit ie heerlijk! Ik heb normaal maat S/M en nu een XS besteld. Zit top, iets te groot maar dit vind ik juist fijn en hij is wel mooi aansluitend. En niet zo kort en wijd als het vrouwenmodel. Ook een aanrader voor vrouwen dus!",Positive
"Gekozen omdat dit model langer valt dan die voor vrouwen. Had wel maat kleiner gedaan dan ik bij de damesmaten heb, en dat paste goed op de mouwen na, die waren voor mij echt veel te lang. Jammer want het is echt mooie kwaliteit, lekker zacht en goed afgewerkt.",Negative
"Ik heb normaal maat M of L en en ben nu voor een herenhoodie gegaan maat XL voor een lekkere oversized baggy hoodie. Maar vanwege de relax fit had ik beter een L kunnen nemen, omdat ik hierin zwem, hihi. Toch een lekker zittende hoodie! I’ll keep it!",Positive
"Prima , comfortabele trui. Hoewel dit een mannenproduct is, uitstekend door vrouwen te dragen, zeker omdat deze trui net iets langer valt dan de dames capuchon trui. Mooie kleur, nog iets warmer / mooier dan op de foto. Erg blij met deze aankoop.",Positive
"deze besteld voor mezelf (als vrouw) heb een XS besteld aangezien mannen maten wat groter kunnen vallen. heb zelf normaal S in vrouwen maten. en deze past perfect, precies oversized genoeg. hele mooie kleur en zit super lekker",Positive
"deze besteld voor mezelf (als vrouw) heb een XS besteld aangezien mannen maten wat groter kunnen vallen. heb zelf normaal S in vrouwen maten. en deze past perfect, precies oversized genoeg. hele mooie kleur en zit super lekker",Positive
Ben zelf een dame dus deze 2 maten kleiner besteld. Heb een andere die 1 maat kleiner is maar die valt nog een beetje groot uit. Maar het stoort niet. Voor een oversized look kun je beter 1 maat kleiner pakken.,Negative
"De grootte van het vest en dus maat zijn ok, maar de mouwen zijn te kort. De laatste jaren lijkt dit bij alle capuchonvesten van h&m het geval te zijn.. Zelfs als je de vesten twee maten te groot besteld zijn de mouwen nog te kort.. Is dit de nieuwe standaard 'fit'?",Positive
Mooie kleur en kwaliteit. Ik draag als vrouw XL en wou een mannenvest proberen omdat je als vrouw tegenwoordig (bijna) niks kan vinden die een normale lengte heeft. Deze was iets te groot voor mij daarom geruild met een M. Ben er blij mee.,Negative
Mooie kleur en kwaliteit. Ik draag als vrouw XL en wou een mannenvest proberen omdat je als vrouw tegenwoordig (bijna) niks kan vinden die een normale lengte heeft. Deze was iets te groot voor mij daarom geruild met een M. Ben er blij mee,Negative
"Valt tegen, maar dat is een kwestie van smaak denk ik ☺️ Verder helemaal prima qua kwaliteit, de kleur is gelijk aan die op de foto De zakken zijn wel iets te klein.",Negative
"Ik ben een vrouw en heb normaal S. Deze in een M voor een oversized look. Precies wat ik er van had verwacht. Mooi oversized, goede kwaliteit, lekker warm. PERFECT",Positive
"Een hele lekkere warme stof van binnen. Zit ook nog eens mooi! Ook vrouwen kunnen deze vest dragen, heb zelf een maatje xs genomen omdat hij wat groter valt.",Neutral
Dit is de beste vest aller tijden. Lang maar precies wat ik zocht. Goede capuchon (comfortabel met koptelefoon op). zacht aan de binnenkant en grote zakken,Neutral
"Maat kleiner besteld voor normale pasvorm. Hij had van mij iets langer mogen zijn. Binnenkant pluist heel erg, na wassen is het een stuk beter.",Neutral
"Kwalitatief mooi vest. Heb hem als vrouw zijnde besteld, maar wil hem een maatje groter bestellen zodat het vest iets meer oversized valt.",Neutral
"Ik ben een vrouw 1,77 rond de 64 kilo. Kleur is erg mooi, mouwen zijn wel een klein beetje kort, voor de rest is het een mooi model.",Neutral
"Prachtig! Geweldige kwaliteit, mooie kleur, erg comfortabel. Iets meer oversized dan normaal maar dat vind ik fijn.",Neutral
Mooie trui die precies goed past. Mooi geborduurde opdruk.,Negative
Geweldige sweater. Zit goed en mooie stof,Neutral
Heerlijke trui!,Neutral
Top kwaliteit,Positive
Past perfect,Positive
Hij is goed,Neutral
Malse trui,Neutral
Mooi,Neutral
"Ik heb als meisje deze trui gekocht. Ik wilde gewoon een lekkere oversized trui hebben, die niet al te duur is. Dus kwam ik hier op uit. Ik heb maat Xs/S bij de vrouwen en had nu maat L besteld. Die valt echt perfect. Net over de billen, dus kan hem zowel onder een legging dragen, spijkerbroek of panty. De mouwen zijn wel een beetje lang, maar het is ook een mannen trui, dus had niets anders verwacht, even oprollen en is helemaal in stijl.",Negative
"Superfijne trui. Helaas al na 1x wassen een gaatje in de stof, maar dat ligt waarschijnlijk aan de wasmachine. Wel heel opvallend dat deze trui in lichtpaars met dezelfde maat een stuk kleiner valt dan de kleur petrol. Dus twee “dezelfde truien” die volgens H&M dezelfde fit en dezelfde maat zouden hebben, alleen een andere kleur, vallen toch compleet anders.",Negative
"Sweater valt kleiner en strakker, dan dat een xxl hoort te zijn. Valt meer als een L. Je zou eigenlijk 2 maten groter moeten bestellen, voor de juiste lengte en fit, maar die is er helaas niet. Had al 1 maat groter besteld dan normaal, omdat ik mijn sweaters graag iets ruimer heb, maar zelfs de xxl, is te kort en aan de strakkere kant, echt hèèl erg jammer.",Negative
"Ik ben een vrouw en zit normaal tussen een S en M in. Ik had een XS gekocht maar die was te klein. Een S zat goed. Merk wel dat de pasvorm iets anders is vergeleken met een trui voor vrouwen (bijvoorbeeld langere mouwen en andere pasvorm schouders), maar heb het wel gehouden want met een beetje een oversized look maakt mij dat toch niet uit.",Negative
"Ik ben een vrouw 1,77 rond de 64 kilo. Normaal een maat xs of s bij vrouwen kleding. Ik wou een trui dat oversized valt maar niet super oversized. Dat is gelukt, erg mooie kleur! Alleen kwam het wel aan met een zwart stipje op de mouw, daarom ga ik de trui terug sturen en een nieuwe bestellen want voor de rest staat het goed!",Positive
"Deze als vrouw in de mannencollectie gekocht, omdat ik de kleuren leuk vond. Deze maat XS is voor mij perfect baggy. Zachte stof, kleur volgens foto. Ik heb normaal maat S/M bovenaan. Ik ben 1.68m en weeg 64kg. Deze zit lekker los, onderaan bij de tailleband sluit hij wel goed aan en valt hij qua lengte net goed.",Positive
"Deze als vrouw in de mannencollectie gekocht, omdat ik de kleuren leuk vond. Deze maat XS is voor mij perfect baggy. Zachte stof, kleur volgens foto. Ik heb normaal maat S/M bovenaan. Ik ben 1.68m en weeg 64kg. Deze zit lekker los, onderaan bij de tailleband sluit hij wel goed aan en valt hij qua lengte net goed.",Positive
"Kleur volgens weergegeven. Ik heb deze als vrouw in de mannencollectie gekocht, omdat ik de kleuren leuker vond. De maat XS zit voor mij als vrouw lekker los. Ik ben 1.68m en weeg 64kg. Qua bovenmaat kledij heb ik vaak S/M. De onderste band sluit wel redelijk aan, waardoor hij niet helemaal los valt onderaan.",Neutral
Hele fijne basic sweater. Eerder had ik de paarse kleur en nu de groene kleur gekocht. Fijne zachte stof en goede kwaliteit. Ik ben een vrouw en heb normaal maat M. Heb voor deze trui maat S. Het zit dan wel een beetje oversized maar dat wilde ik ook.,Neutral
Ik heb voor het eerst een heren sweater besteld omdat er in mijn maat geen dames effen zwarte sweater meer was en hij is geweldig hij is wel wat aan de lange kant maar niet storend heb normaal een L en deze in een M besteld en zit lekker losjes,Neutral
"Heerlijke hoodie met een oversized look. Zit lekker. Goede prijs-kwaliteitsverhouding. Kleur komt overeen met de kleur op de foto. Zit wel erg ruim. Ik heb normaal maat s/m, maar ben blij dat ik voor een s ben gegaan, want de hoodie zit erg ruim en oogt oversized. Ik zou aanraden een maatje kleiner te bestellen dan je gewend bent. Voor de rest een mooie, zachte hoodie voor een mooie prijs!",Positive
"Deze gecombineerd met de bijpassende joggers, zijn het nieuwe lievelingspak van mijn man. Zondagochtenden kijk ik standaard tegen deze prachtige kleur aan, want hij draagt hem echt heel graag. Wat leuk is, is dat deze trui ook gewoon prima te dragen is. Met de joggers is her een perfect huispak, maar op een spijkerbroek is het ook gewoon een lekker outfitje!",Positive
"I liked the product, the quality is good and the color is as in the pictures. I just expected it to be more on the oversized side. I am a small girl (161 cm) and bought an S, which turned out to fit me just right, which I did not expect. So if you want it to be larger, I would suggest you size up a bit.",Positive
"Ik (vrouw) heb deze herentrui besteld en wat zit ie heerlijk! Ik heb normaal maat S/M en nu een XS besteld. Zit top, iets te groot maar dit vind ik juist fijn en hij is wel mooi aansluitend. En niet zo kort en wijd als het vrouwenmodel. Ook een aanrader voor vrouwen dus!",Positive
"Gekozen omdat dit model langer valt dan die voor vrouwen. Had wel maat kleiner gedaan dan ik bij de damesmaten heb, en dat paste goed op de mouwen na, die waren voor mij echt veel te lang. Jammer want het is echt mooie kwaliteit, lekker zacht en goed afgewerkt.",Negative
"Ik heb normaal maat M of L en en ben nu voor een herenhoodie gegaan maat XL voor een lekkere oversized baggy hoodie. Maar vanwege de relax fit had ik beter een L kunnen nemen, omdat ik hierin zwem, hihi. Toch een lekker zittende hoodie! I’ll keep it!",Positive
"Prima , comfortabele trui. Hoewel dit een mannenproduct is, uitstekend door vrouwen te dragen, zeker omdat deze trui net iets langer valt dan de dames capuchon trui. Mooie kleur, nog iets warmer / mooier dan op de foto. Erg blij met deze aankoop.",Positive
"deze besteld voor mezelf (als vrouw) heb een XS besteld aangezien mannen maten wat groter kunnen vallen. heb zelf normaal S in vrouwen maten. en deze past perfect, precies oversized genoeg. hele mooie kleur en zit super lekker",Positive
"deze besteld voor mezelf (als vrouw) heb een XS besteld aangezien mannen maten wat groter kunnen vallen. heb zelf normaal S in vrouwen maten. en deze past perfect, precies oversized genoeg. hele mooie kleur en zit super lekker",Positive
Ben zelf een dame dus deze 2 maten kleiner besteld. Heb een andere die 1 maat kleiner is maar die valt nog een beetje groot uit. Maar het stoort niet. Voor een oversized look kun je beter 1 maat kleiner pakken.,Negative
"Ik heb als meisje deze trui gekocht. Ik wilde gewoon een lekkere oversized trui hebben, die niet al te duur is. Dus kwam ik hier op uit. Ik heb maat Xs/S bij de vrouwen en had nu maat L besteld. Die valt echt perfect. Net over de billen, dus kan hem zowel onder een legging dragen, spijkerbroek of panty. De mouwen zijn wel een beetje lang, maar het is ook een mannen trui, dus had niets anders verwacht, even oprollen en is helemaal in stijl.",Negative
"Superfijne trui. Helaas al na 1x wassen een gaatje in de stof, maar dat ligt waarschijnlijk aan de wasmachine. Wel heel opvallend dat deze trui in lichtpaars met dezelfde maat een stuk kleiner valt dan de kleur petrol. Dus twee “dezelfde truien” die volgens H&M dezelfde fit en dezelfde maat zouden hebben, alleen een andere kleur, vallen toch compleet anders.",Negative
"Sweater valt kleiner en strakker, dan dat een xxl hoort te zijn. Valt meer als een L. Je zou eigenlijk 2 maten groter moeten bestellen, voor de juiste lengte en fit, maar die is er helaas niet. Had al 1 maat groter besteld dan normaal, omdat ik mijn sweaters graag iets ruimer heb, maar zelfs de xxl, is te kort en aan de strakkere kant, echt hèèl erg jammer.",Negative
"Ik ben een vrouw en zit normaal tussen een S en M in. Ik had een XS gekocht maar die was te klein. Een S zat goed. Merk wel dat de pasvorm iets anders is vergeleken met een trui voor vrouwen (bijvoorbeeld langere mouwen en andere pasvorm schouders), maar heb het wel gehouden want met een beetje een oversized look maakt mij dat toch niet uit.",Negative
"Ik ben een vrouw 1,77 rond de 64 kilo. Normaal een maat xs of s bij vrouwen kleding. Ik wou een trui dat oversized valt maar niet super oversized. Dat is gelukt, erg mooie kleur! Alleen kwam het wel aan met een zwart stipje op de mouw, daarom ga ik de trui terug sturen en een nieuwe bestellen want voor de rest staat het goed!",Positive
"Deze als vrouw in de mannencollectie gekocht, omdat ik de kleuren leuk vond. Deze maat XS is voor mij perfect baggy. Zachte stof, kleur volgens foto. Ik heb normaal maat S/M bovenaan. Ik ben 1.68m en weeg 64kg. Deze zit lekker los, onderaan bij de tailleband sluit hij wel goed aan en valt hij qua lengte net goed.",Positive
"Deze als vrouw in de mannencollectie gekocht, omdat ik de kleuren leuk vond. Deze maat XS is voor mij perfect baggy. Zachte stof, kleur volgens foto. Ik heb normaal maat S/M bovenaan. Ik ben 1.68m en weeg 64kg. Deze zit lekker los, onderaan bij de tailleband sluit hij wel goed aan en valt hij qua lengte net goed.",Positive
"Kleur volgens weergegeven. Ik heb deze als vrouw in de mannencollectie gekocht, omdat ik de kleuren leuker vond. De maat XS zit voor mij als vrouw lekker los. Ik ben 1.68m en weeg 64kg. Qua bovenmaat kledij heb ik vaak S/M. De onderste band sluit wel redelijk aan, waardoor hij niet helemaal los valt onderaan.",Neutral
Hele fijne basic sweater. Eerder had ik de paarse kleur en nu de groene kleur gekocht. Fijne zachte stof en goede kwaliteit. Ik ben een vrouw en heb normaal maat M. Heb voor deze trui maat S. Het zit dan wel een beetje oversized maar dat wilde ik ook.,Neutral
Ik heb voor het eerst een heren sweater besteld omdat er in mijn maat geen dames effen zwarte sweater meer was en hij is geweldig hij is wel wat aan de lange kant maar niet storend heb normaal een L en deze in een M besteld en zit lekker losjes,Neutral
Maat verschil tussen XXL en XL viel mee. Leek alsof deze XXL kleiner viel,Neutral
Zit geen model in. Heel wijd. Zonde want de kleur is heel mooi.,Positive
"Goede fit, mooie kleur en fijn materiaal.",Positive
het zit heel fijn en past perfect,Positive
Viel veel groter uit dan een XXL,Neutral
Zit mooi maat is precies goed,Neutral
Zit heerlijk en mooie kleur!,Neutral
Mooie kleur en zit lekker.,Neutral
Erg mooie kleur!,Neutral
Mooie sweater,Neutral
"Stof is dik en van goede kwaliteit. Ik heb normaal maat S en die had ik ook besteld maar XS staat me beter. Ik ben een vrouw van 177 en 68kg met een ""peer figuur"".",Negative
"Omdat het een oversized model is, expres een maatje kleiner genomen. Maar dit zat gewoon totaal niet lekker. De mouwen vallen heel erg breed en te ruim.",Neutral
"Stevige trui. Eigen maat kiezen, dan valt hij gewoon oversized. Goede kwaliteit, 100% katoen. Meestal zit in dit soort sweaters een deel polyester.",Neutral
"Kleur is heel mooi warm. Sweater is heel oversized, ik heb hem 2 maten kleiner genomen. Kwaliteit is goed. Kleur komt overeen met het plaatje",Positive
"Goede oversized sweater van fijn materiaal. Zit heel comfortabel! Hij is bij mij wel wat groot, maar dat hoort bij oversized.",Neutral
"Mooie trui, maar valt inderdaad groot. Stond al wel bij de beschrijving. Dus is goed om rekening mee te houden.",Neutral
Minder oversized dan ik dacht. Ik ben een vrouw van 1.67 m. Had toch beter een s kunnen nemen.,Neutral
"Prachtige roestbruine kleur, maar de trui kwam strakker uit de was en de stof werd ruw.",Neutral
"Fijn katoen en mooie kleur Het hoofd gat is een beetje strak, anders zou het 5* zijn",Neutral
Lekker oversized en stevige stof. Maat is prima aangezien ik brede schouders heb,Neutral
Hele mooie hoodie. Goede kwaliteit en zit ook heerlijk. Ik draag normaal M/L en heb van deze hoodie een maat XS genomen en die zit perfect!,Negative
"het is een heren sweater, maar hij is mooi oversized bij meisjes/vrouwen. hij is heel comfortabel",Neutral
Hele mooie zachte sweater,Neutral
Perfect hoody,Positive
"Heerlijke hoodie met een oversized look. Zit lekker. Goede prijs-kwaliteitsverhouding. Kleur komt overeen met de kleur op de foto. Zit wel erg ruim. Ik heb normaal maat s/m, maar ben blij dat ik voor een s ben gegaan, want de hoodie zit erg ruim en oogt oversized. Ik zou aanraden een maatje kleiner te bestellen dan je gewend bent. Voor de rest een mooie, zachte hoodie voor een mooie prijs!",Positive
"Deze gecombineerd met de bijpassende joggers, zijn het nieuwe lievelingspak van mijn man. Zondagochtenden kijk ik standaard tegen deze prachtige kleur aan, want hij draagt hem echt heel graag. Wat leuk is, is dat deze trui ook gewoon prima te dragen is. Met de joggers is her een perfect huispak, maar op een spijkerbroek is het ook gewoon een lekker outfitje!",Positive
"I liked the product, the quality is good and the color is as in the pictures. I just expected it to be more on the oversized side. I am a small girl (161 cm) and bought an S, which turned out to fit me just right, which I did not expect. So if you want it to be larger, I would suggest you size up a bit.",Positive
"Ik (vrouw) heb deze herentrui besteld en wat zit ie heerlijk! Ik heb normaal maat S/M en nu een XS besteld. Zit top, iets te groot maar dit vind ik juist fijn en hij is wel mooi aansluitend. En niet zo kort en wijd als het vrouwenmodel. Ook een aanrader voor vrouwen dus!",Positive
"Gekozen omdat dit model langer valt dan die voor vrouwen. Had wel maat kleiner gedaan dan ik bij de damesmaten heb, en dat paste goed op de mouwen na, die waren voor mij echt veel te lang. Jammer want het is echt mooie kwaliteit, lekker zacht en goed afgewerkt.",Negative
"Ik heb normaal maat M of L en en ben nu voor een herenhoodie gegaan maat XL voor een lekkere oversized baggy hoodie. Maar vanwege de relax fit had ik beter een L kunnen nemen, omdat ik hierin zwem, hihi. Toch een lekker zittende hoodie! I’ll keep it!",Positive
"Prima , comfortabele trui. Hoewel dit een mannenproduct is, uitstekend door vrouwen te dragen, zeker omdat deze trui net iets langer valt dan de dames capuchon trui. Mooie kleur, nog iets warmer / mooier dan op de foto. Erg blij met deze aankoop.",Positive
"deze besteld voor mezelf (als vrouw) heb een XS besteld aangezien mannen maten wat groter kunnen vallen. heb zelf normaal S in vrouwen maten. en deze past perfect, precies oversized genoeg. hele mooie kleur en zit super lekker",Positive
"deze besteld voor mezelf (als vrouw) heb een XS besteld aangezien mannen maten wat groter kunnen vallen. heb zelf normaal S in vrouwen maten. en deze past perfect, precies oversized genoeg. hele mooie kleur en zit super lekker",Positive
Ben zelf een dame dus deze 2 maten kleiner besteld. Heb een andere die 1 maat kleiner is maar die valt nog een beetje groot uit. Maar het stoort niet. Voor een oversized look kun je beter 1 maat kleiner pakken.,Negative
Mooie stof en mooie warme kleur. De rits gaat alleen heel moeilijk bij het begin.,Neutral
"Mooie trui, fijne dikke stof maar de mouwen zijn te kort. XL gekozen voor een man van 1.92 m. Deze trui gaat helaas terug.",Neutral
Wat een heerlijke hoodie super fijne stof zit geweldig lekker. Stevige onderkant dus blijft mooi zitten en lekker warm.,Positive
Artikel was goed maar helaas voor de 2de keer bestellen verkeerde kleur zwart besteld maar krijg offblack,Neutral
Na 1x wassen op 30 graden zijn de mouwen en lengte ontzettend gekrompen,Neutral
"Valt echt super groot, wel goed, stevig materiaal",Positive
"Lekker oversized, geweldige kwaliteit!",Neutral
Dunne stof en weinig model in de trui.,Neutral
Was helaas te groot. Geretourneerd,Neutral
"Te ruwe stof, zit niet comfortabel",Neutral
Heerlijke hoodie. Super kwaliteit,Positive
Fijne stof en trui zit heerlijk ruim.,Neutral
Goed,Neutral
Maat verschil tussen XXL en XL viel mee. Leek alsof deze XXL kleiner viel,Neutral
Zit geen model in. Heel wijd. Zonde want de kleur is heel mooi.,Positive
"Goede fit, mooie kleur en fijn materiaal.",Positive
het zit heel fijn en past perfect,Positive
Viel veel groter uit dan een XXL,Neutral
Zit mooi maat is precies goed,Neutral
Zit heerlijk en mooie kleur!,Neutral
Mooie kleur en zit lekker.,Neutral
Erg mooie kleur!,Neutral
Mooie sweater,Neutral
"De grootte van het vest en dus maat zijn ok, maar de mouwen zijn te kort. De laatste jaren lijkt dit bij alle capuchonvesten van h&m het geval te zijn.. Zelfs als je de vesten twee maten te groot besteld zijn de mouwen nog te kort.. Is dit de nieuwe standaard 'fit'?",Positive
Mooie kleur en kwaliteit. Ik draag als vrouw XL en wou een mannenvest proberen omdat je als vrouw tegenwoordig (bijna) niks kan vinden die een normale lengte heeft. Deze was iets te groot voor mij daarom geruild met een M. Ben er blij mee.,Negative
Mooie kleur en kwaliteit. Ik draag als vrouw XL en wou een mannenvest proberen omdat je als vrouw tegenwoordig (bijna) niks kan vinden die een normale lengte heeft. Deze was iets te groot voor mij daarom geruild met een M. Ben er blij mee,Negative
"Valt tegen, maar dat is een kwestie van smaak denk ik ☺️ Verder helemaal prima qua kwaliteit, de kleur is gelijk aan die op de foto De zakken zijn wel iets te klein.",Negative
"Ik ben een vrouw en heb normaal S. Deze in een M voor een oversized look. Precies wat ik er van had verwacht. Mooi oversized, goede kwaliteit, lekker warm. PERFECT",Positive
"Een hele lekkere warme stof van binnen. Zit ook nog eens mooi! Ook vrouwen kunnen deze vest dragen, heb zelf een maatje xs genomen omdat hij wat groter valt.",Neutral
Dit is de beste vest aller tijden. Lang maar precies wat ik zocht. Goede capuchon (comfortabel met koptelefoon op). zacht aan de binnenkant en grote zakken,Neutral
"Maat kleiner besteld voor normale pasvorm. Hij had van mij iets langer mogen zijn. Binnenkant pluist heel erg, na wassen is het een stuk beter.",Neutral
"Kwalitatief mooi vest. Heb hem als vrouw zijnde besteld, maar wil hem een maatje groter bestellen zodat het vest iets meer oversized valt.",Neutral
"Ik ben een vrouw 1,77 rond de 64 kilo. Kleur is erg mooi, mouwen zijn wel een klein beetje kort, voor de rest is het een mooi model.",Neutral
"Stof is dik en van goede kwaliteit. Ik heb normaal maat S en die had ik ook besteld maar XS staat me beter. Ik ben een vrouw van 177 en 68kg met een ""peer figuur"".",Negative
"Omdat het een oversized model is, expres een maatje kleiner genomen. Maar dit zat gewoon totaal niet lekker. De mouwen vallen heel erg breed en te ruim.",Neutral
"Stevige trui. Eigen maat kiezen, dan valt hij gewoon oversized. Goede kwaliteit, 100% katoen. Meestal zit in dit soort sweaters een deel polyester.",Neutral
"Kleur is heel mooi warm. Sweater is heel oversized, ik heb hem 2 maten kleiner genomen. Kwaliteit is goed. Kleur komt overeen met het plaatje",Positive
"Goede oversized sweater van fijn materiaal. Zit heel comfortabel! Hij is bij mij wel wat groot, maar dat hoort bij oversized.",Neutral
"Mooie trui, maar valt inderdaad groot. Stond al wel bij de beschrijving. Dus is goed om rekening mee te houden.",Neutral
Minder oversized dan ik dacht. Ik ben een vrouw van 1.67 m. Had toch beter een s kunnen nemen.,Neutral
"Prachtige roestbruine kleur, maar de trui kwam strakker uit de was en de stof werd ruw.",Neutral
"Fijn katoen en mooie kleur Het hoofd gat is een beetje strak, anders zou het 5* zijn",Neutral
Lekker oversized en stevige stof. Maat is prima aangezien ik brede schouders heb,Neutral
"Stof is dik en van goede kwaliteit. Ik heb normaal maat S en die had ik ook besteld maar XS staat me beter. Ik ben een vrouw van 177 en 68kg met een ""peer figuur"".",Negative
"Omdat het een oversized model is, expres een maatje kleiner genomen. Maar dit zat gewoon totaal niet lekker. De mouwen vallen heel erg breed en te ruim.",Neutral
"Stevige trui. Eigen maat kiezen, dan valt hij gewoon oversized. Goede kwaliteit, 100% katoen. Meestal zit in dit soort sweaters een deel polyester.",Neutral
"Kleur is heel mooi warm. Sweater is heel oversized, ik heb hem 2 maten kleiner genomen. Kwaliteit is goed. Kleur komt overeen met het plaatje",Positive
"Goede oversized sweater van fijn materiaal. Zit heel comfortabel! Hij is bij mij wel wat groot, maar dat hoort bij oversized.",Neutral
"Mooie trui, maar valt inderdaad groot. Stond al wel bij de beschrijving. Dus is goed om rekening mee te houden.",Neutral
Minder oversized dan ik dacht. Ik ben een vrouw van 1.67 m. Had toch beter een s kunnen nemen.,Neutral
"Prachtige roestbruine kleur, maar de trui kwam strakker uit de was en de stof werd ruw.",Neutral
"Fijn katoen en mooie kleur Het hoofd gat is een beetje strak, anders zou het 5* zijn",Neutral
Lekker oversized en stevige stof. Maat is prima aangezien ik brede schouders heb,Neutral
"Mooie trui, fijne dikke stof maar de mouwen zijn te kort. XL gekozen voor een man van 1.92 m. Deze trui gaat helaas terug.",Neutral
Wat een heerlijke hoodie super fijne stof zit geweldig lekker. Stevige onderkant dus blijft mooi zitten en lekker warm.,Positive
Artikel was goed maar helaas voor de 2de keer bestellen verkeerde kleur zwart besteld maar krijg offblack,Neutral
Na 1x wassen op 30 graden zijn de mouwen en lengte ontzettend gekrompen,Neutral
"Valt echt super groot, wel goed, stevig materiaal",Positive
"Lekker oversized, geweldige kwaliteit!",Neutral
Dunne stof en weinig model in de trui.,Neutral
Was helaas te groot. Geretourneerd,Neutral
"Te ruwe stof, zit niet comfortabel",Neutral
Heerlijke hoodie. Super kwaliteit,Positive
"Heerlijke hoodie met een oversized look. Zit lekker. Goede prijs-kwaliteitsverhouding. Kleur komt overeen met de kleur op de foto. Zit wel erg ruim. Ik heb normaal maat s/m, maar ben blij dat ik voor een s ben gegaan, want de hoodie zit erg ruim en oogt oversized. Ik zou aanraden een maatje kleiner te bestellen dan je gewend bent. Voor de rest een mooie, zachte hoodie voor een mooie prijs!",Positive
